TS_LOAD	SYS_DESC	VEH_SER_NO	OPR_NAME
02:47.8	OMT Offline Tracking	YXF326	Sold
03:44.1	Hood Conveyor	EZV240	Hood Upload
04:36.1	Cab Conveyer	SFZ186	Cab Upload 2
04:36.1	Cab Conveyor / Monorail	SFZ186	Cab Upload
06:16.0	STVMS Tracking Chassis Start	YKL719	Chassis Start
07:04.1	Cab call scan	JIN079	A Line
09:33.0	U-BOLT	UXJ427	Front U-Bolt
10:15.8	OMT Offline Tracking	EQD264	Enter Offline
10:20.6	Cab in white conveyer	AYI236	CIW upload
11:52.9	Paint Inspection	FPI264	PAINT
14:46.0	STVMS Tracking Chassis Start	IMS267	Chassis Start
16:03.2	Cab Call Scan	HCS198	B Line
16:21.6	Cab Conveyer	PWR481	Cab Upload 2
16:21.6	Cab Conveyor / Monorail	PWR481	Cab Upload
16:46.2	Cab in white conveyer	XGY538	CIW upload
19:23.5	Paint Inspection	HXT823	PAINT
19:39.6	Cab Call Scan	TBP914	B Line
20:05.1	Cab Conveyer	XSZ543	Cab Upload 2
20:05.1	Cab Conveyor / Monorail	XSZ543	Cab Upload
20:13.6	Cab call scan	EBM074	A Line
23:47.2	Cab in white conveyer	CUO034	CIW upload
23:52.1	OMT Offline Tracking	IXT460	Enter Offline
26:34.7	Cab Conveyer	XGC043	Cab Upload 2
26:34.7	Cab Conveyor / Monorail	XGC043	Cab Upload
27:49.4	Paint Inspection	CFO213	PAINT
28:29.7	Hood Conveyor	MGR987	Hood Upload
28:39.0	U-BOLT	DAJ581	Front U-Bolt
29:33.0	STVMS Tracking Chassis Start	KIA624	Chassis Start
29:37.0	STVMS Tracking Chassis Start	YHP863	Chassis Start
30:46.2	Cab in white conveyer	KZX314	CIW upload
33:44.0	STVMS Tracking Top Station	GTO457	Top Station
33:50.8	Hood Conveyor	HTV792	Hood Upload
34:02.4	Paint Inspection	TXR569	PAINT
34:03.5	OMT Offline Tracking	RBT219	Enter Offline
34:18.4	OMT Offline Tracking	DJZ516	Enter Offline
34:26.2	OMT Offline Tracking	HMS840	Enter Offline
34:52.2	Cab Conveyer	JIN079	Cab Upload 2
34:52.2	Cab Conveyor / Monorail	JIN079	Cab Upload
35:02.0	STVMS Tracking Top Station	YBP783	Top Station
35:44.0	STVMS Tracking Top Station	WBR310	Top Station
35:50.0	STVMS Tracking Top Station	LPU731	Top Station
35:50.6	Assembly Line Tracker	WBR310	Pool 60 Start
35:51.2	Assembly Line Tracker	LPU731	Pool 60 Start
35:52.5	Assembly Line Tracker	YBP783	Pool 60 Start
35:53.0	STVMS Tracking Top Station	SFZ186	Top Station
35:53.1	Assembly Line Tracker	GTO457	Pool 60 Start
36:03.0	STVMS Tracking Top Station	XSZ543	Top Station
36:07.0	STVMS Tracking Top Station	PWR481	Top Station
36:12.0	STVMS Tracking Top Station	XGC043	Top Station
37:04.8	Cab call scan	LOF143	A Line
37:28.3	Cab in white conveyer	TBD951	CIW upload
37:37.0	STVMS Tracking Top Station	JIN079	Top Station
37:42.0	STVMS Tracking Top Station	HCS198	Top Station
37:46.0	STVMS Tracking Top Station	TMU402	Top Station
38:00.0	STVMS Tracking Top Station	EBM074	Top Station
38:03.0	STVMS Tracking Top Station	TBP914	Top Station
38:14.0	STVMS Tracking Top Station	YRW680	Top Station
38:18.0	STVMS Tracking Top Station	TEK452	Top Station
38:31.0	STVMS Tracking Top Station	ATG468	Top Station
40:06.2	Hood Conveyor	HXT823	Hood Upload
40:50.7	Assembly Line Tracker	ATG468	Pool 60 Start
40:51.5	Assembly Line Tracker	TEK452	Pool 60 Start
40:52.2	Assembly Line Tracker	YRW680	Pool 60 Start
40:52.9	Assembly Line Tracker	TBP914	Pool 60 Start
40:53.6	Assembly Line Tracker	EBM074	Pool 60 Start
40:54.3	Assembly Line Tracker	TMU402	Pool 60 Start
40:55.1	Assembly Line Tracker	HCS198	Pool 60 Start
40:55.8	Assembly Line Tracker	JIN079	Pool 60 Start
40:57.2	Assembly Line Tracker	XGC043	Pool 60 Start
40:57.9	Assembly Line Tracker	PWR481	Pool 60 Start
40:58.7	Assembly Line Tracker	XSZ543	Pool 60 Start
40:59.4	Assembly Line Tracker	SFZ186	Pool 60 Start
41:44.9	Paint Inspection	XET976	PAINT
42:33.3	Cab Conveyer	HCS198	Cab Upload 2
42:33.3	Cab Conveyor / Monorail	HCS198	Cab Upload
45:18.5	OMT Offline Tracking	YKN950	Enter Offline
45:32.0	U-BOLT	DUT829	Front U-Bolt
46:18.3	Cab in white conveyer	DAM851	CIW upload
46:28.0	STVMS Tracking Chassis Start	SEU602	Chassis Start
46:32.0	STVMS Tracking Chassis Start	EZV240	Chassis Start
47:50.9	Paint Inspection	BYF840	PAINT
49:41.0	STVMS Tracking Top Station	GZC132	Top Station
49:44.0	STVMS Tracking Top Station	XPQ906	Top Station
49:59.0	STVMS Tracking Top Station	FWS327	Top Station
50:10.0	STVMS Tracking Top Station	UXJ427	Top Station
50:16.0	STVMS Tracking Top Station	CNE620	Top Station
50:20.0	STVMS Tracking Top Station	DAJ581	Top Station
50:23.0	STVMS Tracking Top Station	MTV391	Top Station
50:27.0	STVMS Tracking Top Station	DUT829	Top Station
50:50.9	Assembly Line Tracker	DUT829	Pool 60 Start
50:52.3	Assembly Line Tracker	MTV391	Pool 60 Start
50:53.0	Assembly Line Tracker	DAJ581	Pool 60 Start
50:53.9	Assembly Line Tracker	CNE620	Pool 60 Start
50:55.8	Assembly Line Tracker	UXJ427	Pool 60 Start
50:56.7	Assembly Line Tracker	FWS327	Pool 60 Start
50:57.6	Assembly Line Tracker	XPQ906	Pool 60 Start
50:58.6	Assembly Line Tracker	GZC132	Pool 60 Start
51:03.0	STVMS Tracking Top Station	PVO367	Top Station
51:06.0	STVMS Tracking Top Station	JCV863	Top Station
51:10.0	STVMS Tracking Top Station	DRY562	Top Station
51:15.0	STVMS Tracking Top Station	NTD012	Top Station
51:23.0	STVMS Tracking Top Station	IVC016	Top Station
51:27.0	STVMS Tracking Top Station	HBM615	Top Station
51:32.0	STVMS Tracking Top Station	QTF497	Top Station
51:36.0	STVMS Tracking Top Station	AQG261	Top Station
51:42.0	STVMS Tracking Top Station	YKL719	Top Station
51:45.0	STVMS Tracking Top Station	IMS267	Top Station
51:59.0	STVMS Tracking Top Station	KIA624	Top Station
52:02.0	STVMS Tracking Top Station	YHP863	Top Station
52:10.0	STVMS Tracking Top Station	SEU602	Top Station
52:55.0	STVMS Tracking Chassis Start	HTV792	Chassis Start
53:08.8	Cab call scan	BJM584	A Line
53:18.0	Cab Call Scan	XJI184	B Line
53:24.0	U-BOLT	PVO367	Front U-Bolt
53:44.3	Cab Conveyer	EBM074	Cab Upload 2
53:44.3	Cab Conveyor / Monorail	EBM074	Cab Upload
54:02.4	Cab in white conveyer	ECW317	CIW upload
55:07.1	Paint Inspection	SNU912	PAINT
55:53.7	Assembly Line Tracker	SEU602	Pool 60 Start
55:54.6	Assembly Line Tracker	YHP863	Pool 60 Start
55:55.5	Assembly Line Tracker	KIA624	Pool 60 Start
55:56.4	Assembly Line Tracker	IMS267	Pool 60 Start
55:57.4	Assembly Line Tracker	YKL719	Pool 60 Start
55:58.3	Assembly Line Tracker	AQG261	Pool 60 Start
55:59.3	Assembly Line Tracker	QTF497	Pool 60 Start
56:00.2	Assembly Line Tracker	HBM615	Pool 60 Start
56:01.1	Assembly Line Tracker	IVC016	Pool 60 Start
56:02.0	Hood Conveyor	CFO213	Hood Upload
56:02.0	Assembly Line Tracker	NTD012	Pool 60 Start
56:03.0	Assembly Line Tracker	DRY562	Pool 60 Start
56:04.0	Assembly Line Tracker	JCV863	Pool 60 Start
56:04.9	Assembly Line Tracker	PVO367	Pool 60 Start
58:36.4	OMT Offline Tracking	JYZ708	Enter Offline
58:57.3	Cab Conveyer	TBP914	Cab Upload 2
58:57.3	Cab Conveyor / Monorail	TBP914	Cab Upload
00:19.9	OMT Offline Tracking	SPF970	Enter Offline
00:53.0	Hood Conveyor	XET976	Hood Upload
01:02.0	Paint Inspection	ZJC386	PAINT
02:47.8	OMT Offline Tracking	YXF326	Sold
04:06.4	Cab Call Scan	YRW680	B Line
04:45.0	STVMS Tracking Top Station	EZV240	Top Station
04:50.4	Cab in white conveyer	UZA509	CIW upload
05:50.9	Assembly Line Tracker	EZV240	Pool 60 Start
06:43.1	Hood Conveyor	TXR569	Hood Upload
08:35.6	Paint Inspection	QTI468	PAINT
09:39.4	Cab call scan	TEK452	A Line
10:07.1	Hood Conveyor	BYF840	Hood Upload
10:28.4	Cab Conveyer	LOF143	Cab Upload 2
10:28.4	Cab Conveyor / Monorail	LOF143	Cab Upload
12:17.5	Cab Call Scan	GTO457	B Line
12:59.0	U-BOLT	DRY562	Front U-Bolt
13:31.0	Cab in white conveyer	NWY194	CIW upload
13:57.0	Hood Conveyor	SNU912	Hood Upload
15:29.8	OMT Offline Tracking	KLN307	Enter Offline
16:00.4	Paint Inspection	ZJK473	PAINT
17:24.0	U-BOLT	NTD012	Front U-Bolt
18:38.5	Cab Conveyer	XJI184	Cab Upload 2
18:38.5	Cab Conveyor / Monorail	XJI184	Cab Upload
19:06.9	OMT Offline Tracking	VFX591	Enter Offline
22:14.0	STVMS Tracking Chassis Start	MGR987	Chassis Start
22:17.0	STVMS Tracking Chassis Start	HXT823	Chassis Start
22:21.0	STVMS Tracking Chassis Start	SNU912	Chassis Start
22:24.0	STVMS Tracking Chassis Start	CFO213	Chassis Start
23:01.6	Cab call scan	CMI143	A Line
23:32.0	U-BOLT	IVC016	Front U-Bolt
24:42.0	STVMS Tracking Top Station	HTV792	Top Station
24:46.0	STVMS Tracking Top Station	MGR987	Top Station
24:49.0	STVMS Tracking Top Station	HXT823	Top Station
24:51.6	Cab Conveyer	BJM584	Cab Upload 2
24:51.6	Cab Conveyor / Monorail	BJM584	Cab Upload
24:56.8	OMT Offline Tracking	EPR018	Enter Offline
25:30.5	Hood Conveyor	ZJC386	Hood Upload
25:51.0	Assembly Line Tracker	HXT823	Pool 60 Start
25:52.0	Assembly Line Tracker	MGR987	Pool 60 Start
25:53.1	Assembly Line Tracker	HTV792	Pool 60 Start
26:15.7	Paint Inspection	DKE275	PAINT
28:32.1	Cab in white conveyer	DMS436	CIW upload
29:42.5	Hood Conveyor	QTI468	Hood Upload
30:12.1	Cab Call Scan	YBP783	B Line
31:05.2	Cab Conveyer	YRW680	Cab Upload 2
31:05.2	Cab Conveyor / Monorail	YRW680	Cab Upload
31:22.2	Paint Inspection	MBG962	PAINT
32:28.6	OMT Offline Tracking	DPA037	Enter Offline
37:17.0	STVMS Tracking Top Station	SNU912	Top Station
37:20.0	STVMS Tracking Top Station	CFO213	Top Station
37:41.0	U-BOLT	QTF497	Front U-Bolt
38:43.6	Cab in white conveyer	XIO539	CIW upload
39:33.5	Paint Inspection	WQS294	PAINT
40:51.0	Assembly Line Tracker	CFO213	Pool 60 Start
40:52.0	Assembly Line Tracker	SNU912	Pool 60 Start
41:27.6	Cab Conveyer	TEK452	Cab Upload 2
41:27.6	Cab Conveyor / Monorail	TEK452	Cab Upload
44:12.2	Cab call scan	ATG468	A Line
44:35.3	OMT Offline Tracking	OQS570	Enter Offline
44:43.0	STVMS Tracking Chassis Start	XET976	Chassis Start
44:46.0	STVMS Tracking Chassis Start	TXR569	Chassis Start
44:49.0	STVMS Tracking Chassis Start	BYF840	Chassis Start
45:33.0	U-BOLT	AQG261	Front U-Bolt
45:49.0	OMT Offline Tracking	FTI653	Enter Offline
53:29.5	OMT Offline Tracking	KUR214	Enter Offline
57:00.2	Cab Call Scan	XPQ906	B Line
57:12.0	U-BOLT	IMS267	Front U-Bolt
57:26.1	OMT Offline Tracking	ILA012	Enter Offline
58:28.0	STVMS Tracking Chassis Start	ZJC386	Chassis Start
00:19.9	OMT Offline Tracking	SPF970	Sold
14:04.8	Cab Conveyer	GTO457	Cab Upload 2
14:04.8	Cab Conveyor / Monorail	GTO457	Cab Upload
21:55.9	Cab Conveyer	YBP783	Cab Upload 2
21:55.9	Cab Conveyor / Monorail	YBP783	Cab Upload
25:21.4	Cab call scan	GZC132	A Line
26:44.4	Hood Conveyor	ZJK473	Hood Upload
28:19.9	Cab Conveyer	CMI143	Cab Upload 2
28:19.9	Cab Conveyor / Monorail	CMI143	Cab Upload
30:53.1	Paint Inspection	LES327	PAINT
33:24.5	Hood Conveyor	GLW381	Hood Upload
34:03.9	Cab Conveyer	ATG468	Cab Upload 2
34:03.9	Cab Conveyor / Monorail	ATG468	Cab Upload
34:37.5	Hood Conveyor	DKE275	Hood Upload
36:01.0	Cab in white conveyer	FSB584	CIW upload
39:39.8	Paint Inspection	KTN409	PAINT
44:35.3	OMT Offline Tracking	OQS570	Sold
45:06.8	Paint Inspection	MUJ483	PAINT
45:38.5	Cab call scan	FWS327	A Line
46:11.0	Cab in white conveyer	AUG052	CIW upload
49:22.1	Hood Conveyor	MUJ483	Hood Upload
51:47.0	Cab Call Scan	UXJ427	B Line
52:15.3	OMT Offline Tracking	FQP941	Enter Offline
52:24.5	Cab in white conveyer	WDO021	CIW upload
55:58.9	Cab Conveyer	GZC132	Cab Upload 2
55:58.9	Cab Conveyor / Monorail	GZC132	Cab Upload
56:30.0	U-BOLT	YHP863	Front U-Bolt
58:08.2	Cab in white conveyer	WGT289	CIW upload
58:20.3	Paint Inspection	RUK258	PAINT
59:47.5	Cab Call Scan	CNE620	B Line
02:33.9	OMT Offline Tracking	MAU864	Enter Offline
02:39.8	OMT Offline Tracking	HQI892	Enter Offline
03:16.5	Hood Conveyor	LES327	Hood Upload
03:52.0	U-BOLT	SEU602	Front U-Bolt
05:02.0	STVMS Tracking Chassis Start	ZJK473	Chassis Start
05:07.0	STVMS Tracking Chassis Start	QTI468	Chassis Start
05:12.0	STVMS Tracking Chassis Start	MBG962	Chassis Start
05:12.7	Paint Inspection	UZV267	PAINT
05:17.0	STVMS Tracking Chassis Start	DKE275	Chassis Start
06:16.6	Cab Conveyer	XPQ906	Cab Upload 2
06:16.6	Cab Conveyor / Monorail	XPQ906	Cab Upload
07:22.1	Cab in white conveyer	NHX895	CIW upload
11:48.4	OMT Offline Tracking	WBR310	Enter Offline
11:50.0	Cab Conveyer	FWS327	Cab Upload 2
11:50.0	Cab Conveyor / Monorail	FWS327	Cab Upload
12:28.0	U-BOLT	EZV240	Front U-Bolt
13:17.6	Hood Conveyor	RUK258	Hood Upload
17:07.7	Hood Conveyor	UZV267	Hood Upload
18:26.5	Cab Call Scan	DAJ581	B Line
20:41.0	U-BOLT	HTV792	Front U-Bolt
20:47.6	Cab Conveyer	UXJ427	Cab Upload 2
20:47.6	Cab Conveyor / Monorail	UXJ427	Cab Upload
23:39.6	Cab call scan	MTV391	A Line
28:09.7	OMT Offline Tracking	LPU731	Enter Offline
30:52.1	Cab in white conveyer	XUB638	CIW upload
31:30.2	Paint Inspection	DIN812	PAINT
32:12.1	Cab Conveyer	CNE620	Cab Upload 2
32:12.1	Cab Conveyor / Monorail	CNE620	Cab Upload
33:55.0	U-BOLT	HXT823	Front U-Bolt
34:41.0	STVMS Tracking Chassis Start	WQS294	Chassis Start
34:43.0	STVMS Tracking Chassis Start	MUJ483	Chassis Start
34:46.7	Cab Call Scan	DUT829	B Line
34:47.0	STVMS Tracking Chassis Start	GLW381	Chassis Start
34:49.0	STVMS Tracking Chassis Start	LES327	Chassis Start
34:52.0	STVMS Tracking Chassis Start	RUK258	Chassis Start
36:36.8	Cab in white conveyer	XNK048	CIW upload
37:27.9	Paint Inspection	BPM756	PAINT
39:07.2	OMT Offline Tracking	SFZ186	Enter Offline
40:05.8	Cab Call Scan	JCV863	B Line
42:23.0	U-BOLT	SNU912	Front U-Bolt
42:32.8	Paint Inspection	XWS890	PAINT
42:57.9	Cab in white conveyer	WYB426	CIW upload
43:21.4	OMT Offline Tracking	XSZ543	Enter Offline
44:45.4	Cab call scan	PVO367	A Line
44:48.4	Hood Conveyor	BPM756	Hood Upload
46:48.5	Hood Conveyor	DIN812	Hood Upload
48:16.6	OMT Offline Tracking	PWR481	Enter Offline
48:39.3	Cab Conveyer	DAJ581	Cab Upload 2
48:39.3	Cab Conveyor / Monorail	DAJ581	Cab Upload
49:45.3	Cab in white conveyer	UDG579	CIW upload
49:48.0	U-BOLT	CFO213	Front U-Bolt
51:11.3	Hood Conveyor	XWS890	Hood Upload
53:45.0	STVMS Tracking Chassis Start	UZV267	Chassis Start
53:49.0	STVMS Tracking Chassis Start	BPM756	Chassis Start
55:18.0	Cab in white conveyer	EXO028	CIW upload
55:56.9	Hood Conveyor	LWM061	Hood Upload
56:00.0	STVMS Tracking Chassis Start	DIN812	Chassis Start
56:09.5	Cab call scan	DRY562	A Line
56:36.0	Cab Conveyer	MTV391	Cab Upload 2
56:36.0	Cab Conveyor / Monorail	MTV391	Cab Upload
57:15.7	OMT Offline Tracking	XGC043	Enter Offline
01:39.9	Cab in white conveyer	HSE253	CIW upload
02:39.8	OMT Offline Tracking	HQI892	Sold
03:32.9	Cab Conveyer	PVO367	Cab Upload 2
03:32.9	Cab Conveyor / Monorail	PVO367	Cab Upload
05:07.3	Paint Inspection	ZBT013	PAINT
05:19.0	Paint Inspection	LWM061	PAINT
06:19.5	Cab Call Scan	NTD012	B Line
07:26.2	Cab in white conveyer	MXU287	CIW upload
07:28.0	U-BOLT	TXR569	Front U-Bolt
08:04.0	STVMS Tracking Top Station	XET976	Top Station
08:08.0	STVMS Tracking Top Station	TXR569	Top Station
08:16.0	STVMS Tracking Top Station	BYF840	Top Station
08:19.0	STVMS Tracking Top Station	ZJC386	Top Station
08:22.0	STVMS Tracking Top Station	ZJK473	Top Station
08:26.0	STVMS Tracking Top Station	QTI468	Top Station
08:31.0	STVMS Tracking Top Station	MBG962	Top Station
08:35.0	STVMS Tracking Top Station	DKE275	Top Station
08:48.0	STVMS Tracking Top Station	MUJ483	Top Station
09:01.0	STVMS Tracking Top Station	GLW381	Top Station
09:06.0	STVMS Tracking Top Station	LES327	Top Station
09:11.0	STVMS Tracking Top Station	RUK258	Top Station
09:15.0	STVMS Tracking Top Station	UZV267	Top Station
09:28.0	STVMS Tracking Top Station	BPM756	Top Station
10:49.4	OMT Offline Tracking	HCS198	Enter Offline
10:51.2	Assembly Line Tracker	BPM756	Pool 60 Start
10:52.2	Assembly Line Tracker	UZV267	Pool 60 Start
10:53.2	Assembly Line Tracker	RUK258	Pool 60 Start
10:54.2	Assembly Line Tracker	LES327	Pool 60 Start
10:55.3	Assembly Line Tracker	GLW381	Pool 60 Start
10:56.3	Assembly Line Tracker	MUJ483	Pool 60 Start
10:57.3	Assembly Line Tracker	DKE275	Pool 60 Start
10:58.4	Assembly Line Tracker	MBG962	Pool 60 Start
10:59.4	Assembly Line Tracker	QTI468	Pool 60 Start
11:00.4	Assembly Line Tracker	ZJK473	Pool 60 Start
11:01.4	Assembly Line Tracker	ZJC386	Pool 60 Start
11:02.5	Assembly Line Tracker	BYF840	Pool 60 Start
11:03.5	Assembly Line Tracker	TXR569	Pool 60 Start
11:04.6	Assembly Line Tracker	XET976	Pool 60 Start
11:19.7	Cab call scan	IVC016	A Line
11:39.6	Paint Inspection	ZJU865	PAINT
12:05.3	Hood Conveyor	ZJU865	Hood Upload
12:33.6	Cab Conveyer	DUT829	Cab Upload 2
12:33.6	Cab Conveyor / Monorail	DUT829	Cab Upload
12:56.2	Cab in white conveyer	GJI906	CIW upload
14:32.0	U-BOLT	BYF840	Front U-Bolt
15:51.8	Cab Call Scan	HBM615	B Line
16:10.7	Cab in white conveyer	GWQ581	CIW upload
16:21.1	Paint Inspection	JZP143	PAINT
16:22.2	Cab in white conveyer	IYM374	CIW upload
16:33.7	Cab in white conveyer	PNR981	CIW upload
17:12.7	Hood Conveyor	ZBT013	Hood Upload
19:29.9	OMT Offline Tracking	JIN079	Enter Offline
20:50.0	STVMS Tracking Chassis Start	LWM061	Chassis Start
20:53.0	STVMS Tracking Chassis Start	XWS890	Chassis Start
20:56.0	STVMS Tracking Chassis Start	ZJU865	Chassis Start
22:11.7	Cab Conveyer	JCV863	Cab Upload 2
22:11.7	Cab Conveyor / Monorail	JCV863	Cab Upload
23:38.7	Hood Conveyor	JZP143	Hood Upload
24:06.8	Cab Conveyer	DRY562	Cab Upload 2
24:06.8	Cab Conveyor / Monorail	DRY562	Cab Upload
24:14.0	U-BOLT	ZJC386	Front U-Bolt
24:34.3	OMT Offline Tracking	TBP914	Enter Offline
24:57.6	Paint Inspection	TJG894	PAINT
25:45.8	Cab call scan	QTF497	A Line
26:10.4	OMT Offline Tracking	TMU402	Enter Offline
27:14.3	Cab Call Scan	AQG261	B Line
28:12.2	Cab in white conveyer	IYM374	CIW upload
29:44.6	Paint Inspection	FHL296	PAINT
30:12.3	Hood Conveyor	TJG894	Hood Upload
31:06.0	STVMS Tracking Chassis Start	JZP143	Chassis Start
31:42.7	Cab Conveyer	IVC016	Cab Upload 2
31:42.7	Cab Conveyor / Monorail	IVC016	Cab Upload
33:59.0	U-BOLT	ZJK473	Front U-Bolt
34:34.4	Paint Inspection	GWE561	PAINT
34:37.8	Hood Conveyor	FHL296	Hood Upload
37:59.9	OMT Offline Tracking	XJI184	Enter Offline
38:34.8	Cab in white conveyer	VRO359	CIW upload
38:41.0	STVMS Tracking Top Station	DIN812	Top Station
38:44.0	STVMS Tracking Top Station	LWM061	Top Station
38:47.0	STVMS Tracking Top Station	XWS890	Top Station
39:30.0	STVMS Tracking Chassis Start	ZBT013	Chassis Start
39:45.8	Cab Conveyer	NTD012	Cab Upload 2
39:45.8	Cab Conveyor / Monorail	NTD012	Cab Upload
40:05.3	Cab call scan	YKL719	A Line
40:52.4	Assembly Line Tracker	XWS890	Pool 60 Start
40:53.2	Assembly Line Tracker	LWM061	Pool 60 Start
40:53.9	Assembly Line Tracker	DIN812	Pool 60 Start
41:58.0	U-BOLT	QTI468	Front U-Bolt
43:47.3	Cab Conveyer	HBM615	Cab Upload 2
43:47.3	Cab Conveyor / Monorail	HBM615	Cab Upload
44:52.0	Cab in white conveyer	KQO271	CIW upload
45:40.9	Hood Conveyor	GWE561	Hood Upload
47:38.8	Paint Inspection	FCR320	PAINT
48:16.6	OMT Offline Tracking	PWR481	Sold
50:06.5	Cab in white conveyer	ULF935	CIW upload
51:08.6	OMT Offline Tracking	YRW680	Enter Offline
52:12.4	Cab Call Scan	IMS267	B Line
52:42.8	Paint Inspection	TEN567	PAINT
55:11.0	Cab Conveyer	QTF497	Cab Upload 2
55:11.0	Cab Conveyor / Monorail	QTF497	Cab Upload
55:56.0	U-BOLT	DKE275	Front U-Bolt
55:56.5	Cab in white conveyer	NOL934	CIW upload
57:25.7	Paint Inspection	WBS653	PAINT
58:25.5	OMT Offline Tracking	BJM584	Enter Offline
59:17.1	Cab Conveyer	AQG261	Cab Upload 2
59:17.1	Cab Conveyor / Monorail	AQG261	Cab Upload
59:34.6	Cab call scan	KIA624	A Line
00:10.0	STVMS Tracking Chassis Start	FHL296	Chassis Start
00:14.0	STVMS Tracking Chassis Start	TJG894	Chassis Start
00:17.0	STVMS Tracking Chassis Start	GWE561	Chassis Start
02:44.0	U-BOLT	MUJ483	Front U-Bolt
04:22.9	OMT Offline Tracking	LOF143	Enter Offline
04:44.2	Cab in white conveyer	IXJ859	CIW upload
07:52.4	OMT Offline Tracking	TEK452	Enter Offline
08:36.0	STVMS Tracking Chassis Start	TEN567	Chassis Start
09:54.8	Paint Inspection	JNM860	PAINT
10:53.1	Cab Conveyer	YKL719	Cab Upload 2
10:53.1	Cab Conveyor / Monorail	YKL719	Cab Upload
11:39.6	Paint Inspection	ZJU865	PAINT
13:16.6	Cab Call Scan	YHP863	B Line
14:03.2	Cab call scan	SEU602	A Line
14:59.0	STVMS Tracking Chassis Start	WBS653	Chassis Start
15:26.1	Cab Call Scan	EZV240	B Line
16:21.1	Paint Inspection	JZP143	PAINT
16:52.6	Cab Conveyer	IMS267	Cab Upload 2
16:52.6	Cab Conveyor / Monorail	IMS267	Cab Upload
18:03.0	U-BOLT	LES327	Front U-Bolt
19:29.9	OMT Offline Tracking	JIN079	Sold
23:43.0	U-BOLT	RUK258	Front U-Bolt
24:57.6	Paint Inspection	TJG894	PAINT
25:58.8	Cab call scan	HTV792	A Line
27:11.0	STVMS Tracking Chassis Start	GIL947	Chassis Start
27:38.6	Cab Conveyer	KIA624	Cab Upload 2
27:38.6	Cab Conveyor / Monorail	KIA624	Cab Upload
29:44.6	Paint Inspection	FHL296	PAINT
34:34.4	Paint Inspection	GWE561	PAINT
39:39.1	OMT Offline Tracking	EBM074	Enter Offline
47:38.8	Paint Inspection	FCR320	PAINT
51:08.6	OMT Offline Tracking	YRW680	Enter Offline
52:42.8	Paint Inspection	TEN567	PAINT
57:25.7	Paint Inspection	WBS653	PAINT
58:25.5	OMT Offline Tracking	BJM584	Enter Offline
58:25.5	OMT Offline Tracking	BJM584	Sold
04:22.9	OMT Offline Tracking	LOF143	Enter Offline
07:52.4	OMT Offline Tracking	TEK452	Enter Offline
09:54.8	Paint Inspection	JNM860	PAINT
39:39.1	OMT Offline Tracking	EBM074	Enter Offline
